Outlet,Title,Text,Prelim-Rating,Human-Rating,URL
ndtv.com,"Unhappy With Budget 2024, 4 Chief Ministers To Skip NITI Aayog Meet","Siddaramaiah, Revanth Reddy, and Sukhvinder Sukhu will not attend NITI Aayog meet on July 27 (File)

Calling the Union Budget 2024-25 ""discriminatory"" and ""dangerous"", the Congress on Tuesday evening announced that the party's Chief Ministers -- Siddaramaiah (Karnataka), Revanth Reddy (Telangana), and Sukhvinder Sukhu (Himachal Pradesh) -- will not attend the Niti Aayog Governing Council meeting scheduled in the national capital on July 27.

Tamil Nadu Chief Minister and DMK chief MK Stalin too has said that he would boycott the NITI Aayog meeting to be chaired by Prime Minister Narendra Modi on July 27 as a mark of protest.

""The Union Budget presented today was extremely discriminatory and dangerous, which completely goes against the principles of federalism and fairness that the Union government must follow. In protest, INC CMs will be boycotting the NITI Aayog meeting scheduled for 27th July,"" Congress General Secretary (Organisation), KC Venugopal said in a post on X.

""This government's attitude is completely antithetical to Constitutional principles. We will not participate in an event that is solely designed to hide the true, discriminatory colours of this regime,"" he added.

Earlier in the day, Finance Minister Niramala Sitharaman announced a slew of measures during her 80-minute Budget speech, including a hike in standard deduction in the new tax regime from Rs 50,000 to Rs 75,000, revisions to tax slabs in the new regime, cut in Customs duty on gold and silver, three schemes under employment-linked incentives, and Rs 2 lakh crore for job creation, among others.

However, the Congress took a jibe at the Centre soon after the announcements, calling them nothing but a ""Sarkar Bachao"" Budget driven by the political compulsions for the survival of this ""lame duck"" government.

Taking to X, Mr Venugopal said, ""The Budget will do nothing to address inflation or solve the farmers' crisis. It has absolutely nothing for the middle classes. Much like the 10 (previous) Budgets, this Union Budget is also far removed from the concerns of the ordinary Indian.""

""While the government has belatedly recognised that job creation is the need of the hour, its so-called announcements are totally insincere and non-serious. They could not even properly copy from our Nyay Patra.""

According to Mr Venugopal, merely throwing large headline numbers while giving pittances in reality is nothing but a cruel joke on the future of India's youth.

""Every segment of the Indian society is going to be in an even worse situation after this Budget, and this government that is completely cut off from the pain of the people will simply be concerned about its survival,"" he said.

(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",Left,,https://www.ndtv.com/india-news/unhappy-with-budget-2024-congress-chief-ministers-to-skip-niti-aayog-meet-6173659
ndtv.com,"Budget 2024: Big Push For Jobs, Focus On Youth","Each year, the Union Budget holds the nation's economic pulse, sets the agenda for political economy to make important shifts. In 2024, the focus of the Budget was razor-sharp as the spotlight was on jobs and skilling that the Lok Sabha elections 2024 were also centred on. Call it learning from the election outcome or a strategy to win back the 'yuva'. Six schemes focussing on employment and skills - what impact will that have on the nation's labour market? We bring a Budget special with MPs and Union Ministers to decode Modi government 3.0's first budget.",Left,,https://www.ndtv.com/video/budget-2024-big-push-for-jobs-focus-on-youth-818019
ndtv.com,"Budget 2024: Nirmala Sitharaman Announces Rs. 1,000 Crore For Space Tech","Riding high on the success of the Chandrayaan-3 mission, Finance Minister Nirmala Sitharaman on Tuesday announced a fund of Rs. 1,000 crore to encourage space technology development.

The announcement came in her Union Budget 2024 speech in the Parliament and is expected to assist more than 180 government-recognized space technology startups in India.

She said a venture capital fund of Rs. 1,000 crore will be set up expanding the space economy by five times in the next 10 years.",Left,,https://www.ndtv.com/video/budget-2024-nirmala-sitharaman-announces-rs-1-000-crore-for-space-tech-817773
ndtv.com,"P Chidambaram Questions Union Budget 2024 Job Claims: ""Show Me Credible Data""","Former Finance Minister P Chidambaram challenges Union Budget 2024's job creation claims and criticizes the government's dismissal of inflation concerns, ""They claim they will create 2 crore jobs will be created every year. Did they do that in the last two years? Unless I see credible data, I'm not willing to accept this. The finance minister dismisses the issue of inflation, this is the biggest challenge.""",Left,,https://www.ndtv.com/video/p-chidambaram-questions-union-budget-2024-job-claims-show-me-credible-data-817905
ndtv.com,"Shashi Tharoor On Budget 2024: No Mention Of MGNREGA, Public Health, Education","Union Budget 2024 News: Congress MP Shashi Tharoor criticized the 2024-25 Union Budget, stating it lacks mention of MGNREGA, public health, education, and measures to improve the income of the bottom 40%. He noted the budget fails to address economic inequality and reassure those concerned about the government's economic approach.

",Left,,https://www.ndtv.com/video/shashi-tharoor-on-budget-2024-no-mention-of-mgnrega-public-health-education-817798
ndtv.com,Union Budget 2024: Experts Urge Centre To Remove 18% GST On Mental Health Services,"Lack of mental health professionals is crippling in India, an expert said.

The government must remove or limit the 18 per cent Goods and Services Tax (GST) on mental health services, and allocate resources strategically to help India become a mentally resilient society, experts said on the eve of the Union Budget presentation on Monday.

Mental health is a key area of concern that can have a significant impact on the productivity and economy of the country.

""Mental health issues are highly prevalent, yet are poorly managed and are affecting a significant number of our population. In the upcoming Budget, we urge the government to remove or reduce the 18 per cent GST on mental health services,"" Jyoti Kapoor, Founder & Director of Manasthali Wellness, told IANS.

According to experts, with declining mental health, there has been an increase in the need for health insurance policies that cover both physical and mental health.

Unfortunately, people are not reporting these conditions as the cost of the available medications and therapies often proves challenging.

Divya Mohindroo, counselling psychologist, highlighted the need for comprehensive policies to handle India's mental health crisis and the need to increase the workforce in the sector.

""Out of an estimated 150 million people needing mental health services, only fewer than 30 million seek help,"" Mohindroo told IANS.

""Lack of mental health professionals is crippling in India, with merely 0.3 psychiatrists, 0.07 psychologists, and 0.07 social workers available per 100,000 people,"" she added.

""There should be specific measures for mental health, and we are hopeful the Budget will prioritise this urgent issue. There is an immediate need to strengthen India's mental health workforce, with just one psychiatrist per two lakh people,"" Mohindroo said.

She also suggested ""scholarships to train professionals to help reduce this gap"".

The experts also suggested incorporating mental health services into healthcare insurance coverage.

""While government centres receive some relief, private practitioners are left burdened. Extending tax benefits to private practitioners is crucial, given the high operational costs for the average therapist. In addition to acknowledging the financial difficulties experienced by private practitioners, this change would help lower the cost and increase public accessibility to mental health care,"" Kapoor said.

""This will help our citizens access mental healthcare without burdening them financially,"" added Mohindroo.

(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",Left,,https://www.ndtv.com/business-news/union-budget-2024-experts-urge-centre-to-remove-18-gst-on-mental-health-services-6164579
ndtv.com,What Varanasi Small Traders Expect From Union Budget 2024,"Common people have high hopes from the Union Budget 2024-25 which will be presented in the Parliament on Tuesday. Speaking to IANS, small traders from Prime Minister Narendra Modi's Lok Sabha constituency Varanasi have shared their thoughts on the Union Budget.

Chandanlal, who runs a Banarasi saree business, said, ""We have a lot of expectations from the Modi government, including reduction of GST on Banarasi sarees. There is high demand for our art and tradition, but due to increasing GST, sales are decreasing. If the government provides some help to promote our business, Banarasi sarees can reach people at lower prices.""

Surya, who runs a guest house in Varanasi, told IANS, ""The government should put an end to the commission given to brokers who bring guests to hotels or guest houses. Also, the GST on stays is very high. Even if a guest stays for one day, he or she will have to pay 12 per cent GST. To promote tourism, the government should reduce GST.""

Another trader said, ""We hope the government will provide tax relief to small businesses. Also, the prices of goods used in restaurants, such as lentils and raw materials are increasing. The government should address this problem faced by the small traders like us.""

Another trader from Varanasi hopes that the government will present a Budget that provides relief to both traders and the common people. ""The government should ensure that people do not get disappointed with the Budget. Also, the government needs to reduce taxes.""

(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",Left,,https://www.ndtv.com/india-news/what-small-traders-from-varanasi-expect-from-the-union-budget-6163153
ndtv.com,Union Budget 2024: When And Where To Watch Live,"Tune in tomorrow at 11 am to watch the Budget 2024 presentation live. (File)

Finance Minister Nirmala Sitharaman will present the Union Budget 2024 on Tuesday, July 23. The Budget Session of the Parliament started On Monday and will continue until August 12. Ahead of the Budget presentation, the Economic Survey 2023-24 was tabled in both Houses of Parliament on July 22, 2024, giving an overview of the economy's performance.

Budget 2024: Date and Time

The Union Budget 2024 will be presented on July 23, 2024, at 11:00 am IST.

When and Where to watch the Budget LIVE

Tune in tomorrow at 11 am to watch the Budget 2024 presentation live. The event will be streamed on various platforms, offering viewers a range of options to choose from. You can watch it live on the NDTV news channel.

The Finance Minister's address will also be available to stream live via the NDTV app and live TV. The NDTV YouTube channel will also broadcast the Budget 2024 live on July 23. For more updates, track the NDTV live blog coverage.

This will be Finance Minister Nirmala Sitharaman's seventh consecutive Budget presentation since taking office in 2019.

In her previous budget speeches, Ms Sitharaman has focused on various themes and initiatives. Her debut budget speech in 2019 focused on ""ease of living"" and proposed initiatives like pension schemes for small traders and a boost to the electric vehicle industry.

The 2020 budget focused on three themes - ""aspirational India"", ""economic development"", and ""caring society"".

The 2021 budget was presented amidst the COVID-19 pandemic and prioritised healthcare, infrastructure, and economic growth. The 2022 budget focused on ""Digital India"" and proposed initiatives like digital currency, digital health ecosystem and a boost to the fintech sector. The 2023 budget was intent on ""green growth"", ""youth power"" and ""inclusive development"".

The July 23 budget speech is expected to focus on infrastructure development, social welfare schemes and measures to boost economic growth. With the government's emphasis on ""Make in India"" and ""Aatmanirbhar Bharat"", Ms Sitharaman may announce initiatives to support domestic manufacturing and self-reliance.",Left,,https://www.ndtv.com/business-news/union-budget-2024-when-and-where-to-watch-live-tomorrow-6161291#publisher=newsstand
ndtv.com,"Union Budget 2024: Remove GST On Farming Equipment, Say Gujarat Farmers","Farmers and traders in Gujarat's Rajkot district, well-known for its groundnut production, are hopeful that the new NDA government will announce measures in the upcoming union budget that favour their industry. They are demanding the removal of GST on farming equipment, which they believe will increase profit margins and provide a significant boost to their business.",Left,,https://www.ndtv.com/video/union-budget-2024-remove-gst-on-farming-equipment-say-gujarat-farmers-817136
ndtv.com,"Union Budget 2024: Healthcare Sector Seeks To Reduce Tax On Insurance, Health Services","Ahead of the Union Budget, healthcare experts have appealed to the government to make key changes in the sector, including reducing taxes imposed on health insurance and digital health services, while also advocating for an increase in the budget allocation for Ayushman Bharat. The healthcare industry is worried about the taxation burdens on health insurance and digital health services, as the healthcare landscape has witnessed a transformative shift over the years from health insurance to a digital health ecosystem.",Left,,https://www.ndtv.com/video/union-budget-2024-healthcare-sector-seeks-to-reduce-tax-on-insurance-health-services-816911
